league,season,matchday,home_team,away_team,date,home_goals,away_goals
PD,2024,25,Alaves,Espanyol,2025-02-22T13:00:00Z,0,1
PD,2024,25,Rayo,Villarreal,2025-02-22T15:15:00Z,0,1
PD,2024,25,Valencia,Atletico,2025-02-22T17:30:00Z,0,3
PD,2024,25,Las Palmas,Barcelona,2025-02-22T20:00:00Z,0,2
PD,2024,25,Athletic Club,Valladolid,2025-02-23T13:00:00Z,7,1
PD,2024,25,Real Madrid,Girona,2025-02-23T15:15:00Z,2,0
PD,2024,25,Getafe,Real Betis,2025-02-23T17:30:00Z,1,2
PD,2024,25,Real Sociedad,Leganes,2025-02-23T20:00:00Z,3,0
PD,2024,25,Sevilla,Mallorca,2025-02-24T20:00:00Z,1,1
PD,2024,26,Valladolid,Las Palmas,2025-02-28T20:00:00Z,1,1
PD,2024,26,Girona,Celta,2025-03-01T13:00:00Z,2,2
PD,2024,26,Rayo,Sevilla,2025-03-01T15:15:00Z,1,1
PD,2024,26,Real Betis,Real Madrid,2025-03-01T17:30:00Z,2,1
PD,2024,26,Atletico,Athletic Club,2025-03-01T20:00:00Z,1,0
PD,2024,26,Leganes,Getafe,2025-03-02T13:00:00Z,1,0
PD,2024,26,Barcelona,Real Sociedad,2025-03-02T15:15:00Z,4,0
PD,2024,26,Mallorca,Alaves,2025-03-02T17:30:00Z,1,1
PD,2024,26,Osasuna,Valencia,2025-03-02T20:00:00Z,3,3
PD,2024,27,Celta,Leganes,2025-03-08T13:00:00Z,2,1
PD,2024,27,Alaves,Villarreal,2025-03-08T15:15:00Z,1,0
PD,2024,27,Valencia,Valladolid,2025-03-08T17:30:00Z,2,1
PD,2024,27,Getafe,Atletico,2025-03-09T13:00:00Z,2,1
PD,2024,27,Real Madrid,Rayo,2025-03-09T15:15:00Z,2,1
PD,2024,27,Athletic Club,Mallorca,2025-03-09T17:30:00Z,1,1
PD,2024,27,Real Betis,Las Palmas,2025-03-09T17:30:00Z,1,0
PD,2024,27,Real Sociedad,Sevilla,2025-03-09T20:00:00Z,0,1
PD,2024,27,Espanyol,Girona,2025-03-10T20:00:00Z,1,1
PD,2024,28,Las Palmas,Alaves,2025-03-14T20:00:00Z,2,2
PD,2024,28,Valladolid,Celta,2025-03-15T13:00:00Z,0,1
PD,2024,28,Mallorca,Espanyol,2025-03-15T15:15:00Z,2,1
PD,2024,28,Villarreal,Real Madrid,2025-03-15T17:30:00Z,1,2
PD,2024,28,Girona,Valencia,2025-03-15T20:00:00Z,1,1
PD,2024,28,Leganes,Real Betis,2025-03-16T13:00:00Z,2,3
PD,2024,28,Sevilla,Athletic Club,2025-03-16T15:15:00Z,0,1
PD,2024,28,Osasuna,Getafe,2025-03-16T17:30:00Z,1,2
PD,2024,28,Rayo,Real Sociedad,2025-03-16T17:30:00Z,2,2
PD,2024,28,Atletico,Barcelona,2025-03-16T20:00:00Z,2,4
PD,2024,27,Barcelona,Osasuna,2025-03-27T20:00:00Z,3,0
PD,2024,29,Real Sociedad,Valladolid,2025-03-29T13:00:00Z,2,1
PD,2024,29,Espanyol,Atletico,2025-03-29T15:15:00Z,1,1
PD,2024,29,Alaves,Rayo,2025-03-29T17:30:00Z,0,2
PD,2024,29,Real Madrid,Leganes,2025-03-29T20:00:00Z,3,2
PD,2024,29,Getafe,Villarreal,2025-03-30T12:00:00Z,1,2
PD,2024,29,Barcelona,Girona,2025-03-30T14:15:00Z,4,1
PD,2024,29,Athletic Club,Osasuna,2025-03-30T16:30:00Z,0,0
PD,2024,29,Valencia,Mallorca,2025-03-30T16:30:00Z,1,0
PD,2024,29,Real Betis,Sevilla,2025-03-30T19:00:00Z,2,1
PD,2024,29,Celta,Las Palmas,2025-03-31T19:00:00Z,1,1
PD,2024,30,Rayo,Espanyol,2025-04-04T19:00:00Z,0,4
PD,2024,30,Girona,Alaves,2025-04-05T12:00:00Z,0,1
PD,2024,30,Real Madrid,Valencia,2025-04-05T14:15:00Z,1,2
PD,2024,30,Mallorca,Celta,2025-04-05T16:30:00Z,1,2
PD,2024,30,Barcelona,Real Betis,2025-04-05T19:00:00Z,1,1
PD,2024,30,Las Palmas,Real Sociedad,2025-04-06T12:00:00Z,1,3
PD,2024,30,Sevilla,Atletico,2025-04-06T14:15:00Z,1,2
PD,2024,30,Valladolid,Getafe,2025-04-06T16:30:00Z,0,4
PD,2024,30,Villarreal,Athletic Club,2025-04-06T19:00:00Z,0,0
PD,2024,30,Leganes,Osasuna,2025-04-07T19:00:00Z,1,1
PD,2024,31,Valencia,Sevilla,2025-04-11T19:00:00Z,1,0
PD,2024,31,Real Sociedad,Mallorca,2025-04-12T12:00:00Z,0,2
PD,2024,31,Getafe,Las Palmas,2025-04-12T14:15:00Z,1,3
PD,2024,31,Celta,Espanyol,2025-04-12T16:30:00Z,0,2
PD,2024,31,Leganes,Barcelona,2025-04-12T19:00:00Z,0,1
PD,2024,31,Osasuna,Girona,2025-04-13T12:00:00Z,2,1
PD,2024,31,Alaves,Real Madrid,2025-04-13T14:15:00Z,0,1
PD,2024,31,Real Betis,Villarreal,2025-04-13T16:30:00Z,1,2
PD,2024,31,Athletic Club,Rayo,2025-04-13T19:00:00Z,3,1
PD,2024,31,Atletico,Valladolid,2025-04-14T19:00:00Z,4,2
PD,2024,32,Espanyol,Getafe,2025-04-18T19:00:00Z,1,0
PD,2024,32,Rayo,Valencia,2025-04-19T12:00:00Z,1,1
PD,2024,32,Barcelona,Celta,2025-04-19T14:15:00Z,4,3
PD,2024,32,Mallorca,Leganes,2025-04-19T16:30:00Z,0,0
PD,2024,32,Las Palmas,Atletico,2025-04-19T19:00:00Z,1,0
PD,2024,32,Valladolid,Osasuna,2025-04-20T12:00:00Z,2,3
PD,2024,32,Villarreal,Real Sociedad,2025-04-20T14:15:00Z,2,2
PD,2024,32,Sevilla,Alaves,2025-04-20T16:30:00Z,1,1
PD,2024,32,Real Madrid,Athletic Club,2025-04-20T19:00:00Z,1,0
PD,2024,32,Girona,Real Betis,2025-04-21T19:00:00Z,1,3
PD,2024,33,Valencia,Espanyol,2025-04-22T17:00:00Z,1,1
PD,2024,33,Barcelona,Mallorca,2025-04-22T19:30:00Z,1,0
PD,2024,33,Athletic Club,Las Palmas,2025-04-23T17:00:00Z,1,0
PD,2024,33,Celta,Villarreal,2025-04-23T17:00:00Z,3,0
PD,2024,33,Alaves,Real Sociedad,2025-04-23T19:30:00Z,1,0
PD,2024,33,Getafe,Real Madrid,2025-04-23T19:30:00Z,0,1
PD,2024,33,Osasuna,Sevilla,2025-04-24T17:00:00Z,1,0
PD,2024,33,Leganes,Girona,2025-04-24T17:00:00Z,1,1
PD,2024,33,Atletico,Rayo,2025-04-24T19:30:00Z,3,0
PD,2024,33,Real Betis,Valladolid,2025-04-24T19:30:00Z,5,1
PD,2024,26,Villarreal,Espanyol,2025-04-27T14:15:00Z,1,0
PD,2024,34,Rayo,Getafe,2025-05-02T19:00:00Z,1,0
PD,2024,34,Alaves,Atletico,2025-05-03T12:00:00Z,0,0
PD,2024,34,Villarreal,Osasuna,2025-05-03T14:15:00Z,4,2
PD,2024,34,Las Palmas,Valencia,2025-05-03T16:30:00Z,2,3
PD,2024,34,Valladolid,Barcelona,2025-05-03T19:00:00Z,1,2
PD,2024,34,Real Madrid,Celta,2025-05-04T12:00:00Z,3,2
PD,2024,34,Sevilla,Leganes,2025-05-04T14:15:00Z,2,2
PD,2024,34,Espanyol,Real Betis,2025-05-04T16:30:00Z,1,2
PD,2024,34,Real Sociedad,Athletic Club,2025-05-04T19:00:00Z,0,0
PD,2024,34,Girona,Mallorca,2025-05-05T19:00:00Z,1,0
PD,2024,35,Las Palmas,Rayo,2025-05-09T19:00:00Z,0,1
PD,2024,35,Valencia,Getafe,2025-05-10T12:00:00Z,3,0
PD,2024,35,Celta,Sevilla,2025-05-10T14:15:00Z,3,2
PD,2024,35,Girona,Villarreal,2025-05-10T16:30:00Z,0,1
PD,2024,35,Mallorca,Valladolid,2025-05-10T16:30:00Z,2,1
PD,2024,35,Atletico,Real Sociedad,2025-05-10T19:00:00Z,4,0
PD,2024,35,Leganes,Espanyol,2025-05-11T12:00:00Z,3,2
PD,2024,35,Barcelona,Real Madrid,2025-05-11T14:15:00Z,4,3
PD,2024,35,Athletic Club,Alaves,2025-05-11T16:30:00Z,1,0
PD,2024,35,Real Betis,Osasuna,2025-05-11T19:00:00Z,1,1
PD,2024,36,Valladolid,Girona,2025-05-13T17:00:00Z,0,1
PD,2024,36,Real Sociedad,Celta,2025-05-13T18:00:00Z,0,1
PD,2024,36,Sevilla,Las Palmas,2025-05-13T19:30:00Z,1,0
PD,2024,36,Alaves,Valencia,2025-05-14T17:00:00Z,1,0
PD,2024,36,Villarreal,Leganes,2025-05-14T17:00:00Z,3,0
PD,2024,36,Real Madrid,Mallorca,2025-05-14T19:30:00Z,2,1
PD,2024,36,Osasuna,Atletico,2025-05-15T17:00:00Z,2,0
PD,2024,36,Rayo,Real Betis,2025-05-15T17:00:00Z,2,2
PD,2024,36,Getafe,Athletic Club,2025-05-15T19:30:00Z,0,2
PD,2024,36,Espanyol,Barcelona,2025-05-15T19:30:00Z,0,2
PD,2024,37,Atletico,Real Betis,2025-05-18T17:00:00Z,4,1
PD,2024,37,Celta,Rayo,2025-05-18T17:00:00Z,1,2
PD,2024,37,Barcelona,Villarreal,2025-05-18T17:00:00Z,2,3
PD,2024,37,Sevilla,Real Madrid,2025-05-18T17:00:00Z,0,2
PD,2024,37,Valencia,Athletic Club,2025-05-18T17:00:00Z,0,1
PD,2024,37,Mallorca,Getafe,2025-05-18T17:00:00Z,1,2
PD,2024,37,Real Sociedad,Girona,2025-05-18T17:00:00Z,3,2
PD,2024,37,Valladolid,Alaves,2025-05-18T17:00:00Z,0,1
PD,2024,37,Las Palmas,Leganes,2025-05-18T17:00:00Z,0,1
PD,2024,37,Osasuna,Espanyol,2025-05-18T17:00:00Z,2,0
PD,2024,38,Real Betis,Valencia,2025-05-23T19:00:00Z,1,1
PD,2024,38,Real Madrid,Real Sociedad,2025-05-24T14:15:00Z,2,0
PD,2024,38,Leganes,Valladolid,2025-05-24T16:30:00Z,3,0
PD,2024,38,Espanyol,Las Palmas,2025-05-24T16:30:00Z,2,0
PD,2024,38,Alaves,Osasuna,2025-05-24T19:00:00Z,1,1
PD,2024,38,Getafe,Celta,2025-05-24T19:00:00Z,1,2
PD,2024,38,Rayo,Mallorca,2025-05-24T19:00:00Z,0,0
PD,2024,38,Girona,Atletico,2025-05-25T12:00:00Z,0,4
PD,2024,38,Villarreal,Sevilla,2025-05-25T14:15:00Z,4,2
PD,2024,38,Athletic Club,Barcelona,2025-05-25T19:00:00Z,0,3
PD,2023,1,UD Almería,Rayo,2023-08-11T17:30:00Z,0,2
PD,2023,1,Sevilla,Valencia,2023-08-11T20:00:00Z,1,2
PD,2023,1,Real Sociedad,Girona,2023-08-12T15:00:00Z,1,1
PD,2023,1,Las Palmas,Mallorca,2023-08-12T17:30:00Z,1,1
PD,2023,1,Athletic Club,Real Madrid,2023-08-12T19:30:00Z,0,2
PD,2023,1,Celta,Osasuna,2023-08-13T15:00:00Z,0,2
PD,2023,1,Villarreal,Real Betis,2023-08-13T17:30:00Z,1,2
PD,2023,1,Getafe,Barcelona,2023-08-13T19:30:00Z,0,0
PD,2023,1,Cádiz CF,Alaves,2023-08-14T17:30:00Z,1,0
PD,2023,1,Atletico,Granada CF,2023-08-14T19:30:00Z,3,1
PD,2023,2,Mallorca,Villarreal,2023-08-18T17:30:00Z,0,1
PD,2023,2,Valencia,Las Palmas,2023-08-18T19:30:00Z,1,0
PD,2023,2,Real Sociedad,Celta,2023-08-19T15:00:00Z,1,1
PD,2023,2,UD Almería,Real Madrid,2023-08-19T17:30:00Z,1,3
PD,2023,2,Osasuna,Athletic Club,2023-08-19T19:30:00Z,0,2
PD,2023,2,Girona,Getafe,2023-08-20T17:00:00Z,3,0
PD,2023,2,Barcelona,Cádiz CF,2023-08-20T17:30:00Z,2,0
PD,2023,2,Real Betis,Atletico,2023-08-20T19:30:00Z,0,0
PD,2023,2,Alaves,Sevilla,2023-08-21T17:00:00Z,4,3
PD,2023,2,Granada CF,Rayo,2023-08-21T19:30:00Z,0,2
PD,2023,3,Las Palmas,Real Sociedad,2023-08-25T17:30:00Z,0,0
PD,2023,3,Celta,Real Madrid,2023-08-25T19:30:00Z,0,1
PD,2023,3,Cádiz CF,UD Almería,2023-08-26T17:00:00Z,1,1
PD,2023,3,Granada CF,Mallorca,2023-08-26T17:30:00Z,3,2
PD,2023,3,Sevilla,Girona,2023-08-26T19:30:00Z,1,2
PD,2023,3,Villarreal,Barcelona,2023-08-27T15:30:00Z,3,4
PD,2023,3,Valencia,Osasuna,2023-08-27T17:30:00Z,1,2
PD,2023,3,Athletic Club,Real Betis,2023-08-27T19:30:00Z,4,2
PD,2023,3,Getafe,Alaves,2023-08-28T17:30:00Z,1,0
PD,2023,3,Rayo,Atletico,2023-08-28T19:30:00Z,0,7
PD,2023,4,Cádiz CF,Villarreal,2023-09-01T17:30:00Z,3,1
PD,2023,4,UD Almería,Celta,2023-09-01T20:00:00Z,2,3
PD,2023,4,Real Sociedad,Granada CF,2023-09-02T12:00:00Z,5,3
PD,2023,4,Real Madrid,Getafe,2023-09-02T14:15:00Z,2,1
PD,2023,4,Alaves,Valencia,2023-09-02T16:30:00Z,1,0
PD,2023,4,Real Betis,Rayo,2023-09-02T19:00:00Z,1,0
PD,2023,4,Girona,Las Palmas,2023-09-03T12:00:00Z,1,0
PD,2023,4,Mallorca,Athletic Club,2023-09-03T14:15:00Z,0,0
PD,2023,4,Osasuna,Barcelona,2023-09-03T19:00:00Z,1,2
PD,2023,5,Rayo,Alaves,2023-09-15T19:00:00Z,2,0
PD,2023,5,Athletic Club,Cádiz CF,2023-09-16T12:00:00Z,3,0
PD,2023,5,Valencia,Atletico,2023-09-16T14:15:00Z,3,0
PD,2023,5,Celta,Mallorca,2023-09-16T16:30:00Z,0,1
PD,2023,5,Barcelona,Real Betis,2023-09-16T19:00:00Z,5,0
PD,2023,5,Getafe,Osasuna,2023-09-17T12:00:00Z,3,2
PD,2023,5,Villarreal,UD Almería,2023-09-17T14:15:00Z,2,1
PD,2023,5,Sevilla,Las Palmas,2023-09-17T16:30:00Z,1,0
PD,2023,5,Real Madrid,Real Sociedad,2023-09-17T19:00:00Z,2,1
PD,2023,5,Granada CF,Girona,2023-09-18T19:00:00Z,2,4
PD,2023,6,Alaves,Athletic Club,2023-09-22T19:00:00Z,0,2
PD,2023,6,Girona,Mallorca,2023-09-23T12:00:00Z,5,3
PD,2023,6,Osasuna,Sevilla,2023-09-23T14:15:00Z,0,0
PD,2023,6,Barcelona,Celta,2023-09-23T16:30:00Z,3,2
PD,2023,6,UD Almería,Valencia,2023-09-23T19:00:00Z,2,2
PD,2023,6,Real Sociedad,Getafe,2023-09-24T12:00:00Z,4,3
PD,2023,6,Rayo,Villarreal,2023-09-24T14:15:00Z,1,1
PD,2023,6,Las Palmas,Granada CF,2023-09-24T16:30:00Z,1,0
PD,2023,6,Real Betis,Cádiz CF,2023-09-24T16:30:00Z,1,1
PD,2023,6,Atletico,Real Madrid,2023-09-24T19:00:00Z,3,1
PD,2023,7,Sevilla,UD Almería,2023-09-26T17:00:00Z,5,1
PD,2023,7,Mallorca,Barcelona,2023-09-26T19:30:00Z,2,2
PD,2023,7,Athletic Club,Getafe,2023-09-27T17:00:00Z,2,2
PD,2023,7,Villarreal,Girona,2023-09-27T17:00:00Z,1,2
PD,2023,7,Real Madrid,Las Palmas,2023-09-27T17:00:00Z,2,0
PD,2023,7,Cádiz CF,Rayo,2023-09-27T19:30:00Z,0,0
PD,2023,7,Valencia,Real Sociedad,2023-09-27T19:30:00Z,0,1
PD,2023,7,Celta,Alaves,2023-09-28T17:00:00Z,1,1
PD,2023,7,Granada CF,Real Betis,2023-09-28T17:00:00Z,1,1
PD,2023,7,Osasuna,Atletico,2023-09-28T19:30:00Z,0,2
PD,2023,8,Barcelona,Sevilla,2023-09-29T19:00:00Z,1,0
PD,2023,8,Getafe,Villarreal,2023-09-30T12:00:00Z,0,0
PD,2023,8,Rayo,Mallorca,2023-09-30T14:15:00Z,2,2
PD,2023,8,Girona,Real Madrid,2023-09-30T16:30:00Z,0,3
PD,2023,8,Real Sociedad,Athletic Club,2023-09-30T19:00:00Z,3,0
PD,2023,8,UD Almería,Granada CF,2023-10-01T12:00:00Z,3,3
PD,2023,8,Alaves,Osasuna,2023-10-01T14:15:00Z,0,2
PD,2023,8,Atletico,Cádiz CF,2023-10-01T19:00:00Z,3,2
PD,2023,8,Real Betis,Valencia,2023-10-01T19:00:00Z,3,0
PD,2023,8,Las Palmas,Celta,2023-10-02T19:00:00Z,2,1
PD,2023,9,Athletic Club,UD Almería,2023-10-06T19:00:00Z,3,0
PD,2023,9,Cádiz CF,Girona,2023-10-07T12:00:00Z,0,1
PD,2023,9,Real Madrid,Osasuna,2023-10-07T14:15:00Z,4,0
PD,2023,9,Mallorca,Valencia,2023-10-07T16:30:00Z,1,1
PD,2023,9,Sevilla,Rayo,2023-10-07T19:00:00Z,2,2
PD,2023,9,Villarreal,Las Palmas,2023-10-08T12:00:00Z,1,2
PD,2023,9,Atletico,Real Sociedad,2023-10-08T14:15:00Z,2,1
PD,2023,9,Celta,Getafe,2023-10-08T16:30:00Z,2,2
PD,2023,9,Alaves,Real Betis,2023-10-08T16:30:00Z,1,1
PD,2023,9,Granada CF,Barcelona,2023-10-08T19:00:00Z,2,2
PD,2023,10,Osasuna,Granada CF,2023-10-20T19:00:00Z,2,0
PD,2023,10,Real Sociedad,Mallorca,2023-10-21T12:00:00Z,1,0
PD,2023,10,Getafe,Real Betis,2023-10-21T14:15:00Z,1,1
PD,2023,10,Sevilla,Real Madrid,2023-10-21T16:30:00Z,1,1
PD,2023,10,Celta,Atletico,2023-10-21T19:00:00Z,0,3
PD,2023,10,Las Palmas,Rayo,2023-10-22T12:00:00Z,0,1
PD,2023,10,Girona,UD Almería,2023-10-22T14:15:00Z,5,2
PD,2023,10,Villarreal,Alaves,2023-10-22T16:30:00Z,1,1
PD,2023,10,Barcelona,Athletic Club,2023-10-22T19:00:00Z,1,0
PD,2023,10,Valencia,Cádiz CF,2023-10-23T19:00:00Z,2,0
PD,2023,11,Girona,Celta,2023-10-27T19:00:00Z,1,0
PD,2023,11,UD Almería,Las Palmas,2023-10-28T12:00:00Z,1,2
PD,2023,11,Barcelona,Real Madrid,2023-10-28T14:15:00Z,1,2
PD,2023,11,Mallorca,Getafe,2023-10-28T16:30:00Z,0,0
PD,2023,11,Cádiz CF,Sevilla,2023-10-28T19:00:00Z,2,2
PD,2023,11,Real Betis,Osasuna,2023-10-29T13:00:00Z,2,1
PD,2023,11,Rayo,Real Sociedad,2023-10-29T15:15:00Z,2,2
PD,2023,11,Athletic Club,Valencia,2023-10-29T17:30:00Z,2,2
PD,2023,11,Atletico,Alaves,2023-10-29T20:00:00Z,2,1
PD,2023,11,Granada CF,Villarreal,2023-10-30T20:00:00Z,2,3
PD,2023,12,Las Palmas,Atletico,2023-11-03T20:00:00Z,2,1
PD,2023,12,Osasuna,Girona,2023-11-04T13:00:00Z,2,4
PD,2023,12,Real Betis,Mallorca,2023-11-04T15:15:00Z,2,0
PD,2023,12,Celta,Sevilla,2023-11-04T17:30:00Z,1,1
PD,2023,12,Real Sociedad,Barcelona,2023-11-04T20:00:00Z,0,1
PD,2023,12,Alaves,UD Almería,2023-11-05T13:00:00Z,1,0
PD,2023,12,Valencia,Granada CF,2023-11-05T15:15:00Z,1,0
PD,2023,12,Villarreal,Athletic Club,2023-11-05T17:30:00Z,2,3
PD,2023,12,Real Madrid,Rayo,2023-11-05T20:00:00Z,0,0
PD,2023,12,Getafe,Cádiz CF,2023-11-06T20:00:00Z,1,0
PD,2023,13,Athletic Club,Celta,2023-11-10T20:00:00Z,4,3
PD,2023,13,Rayo,Girona,2023-11-11T13:00:00Z,1,2
PD,2023,13,UD Almería,Real Sociedad,2023-11-11T15:15:00Z,1,3
PD,2023,13,Osasuna,Las Palmas,2023-11-11T17:30:00Z,1,1
PD,2023,13,Granada CF,Getafe,2023-11-11T17:30:00Z,1,1
PD,2023,13,Real Madrid,Valencia,2023-11-11T20:00:00Z,5,1
PD,2023,13,Barcelona,Alaves,2023-11-12T15:15:00Z,2,1
PD,2023,13,Sevilla,Real Betis,2023-11-12T17:30:00Z,1,1
PD,2023,13,Atletico,Villarreal,2023-11-12T20:00:00Z,3,1
PD,2023,14,Alaves,Granada CF,2023-11-24T20:00:00Z,3,1
PD,2023,14,Rayo,Barcelona,2023-11-25T13:00:00Z,1,1
PD,2023,14,Valencia,Celta,2023-11-25T15:15:00Z,0,0
PD,2023,14,Getafe,UD Almería,2023-11-25T17:30:00Z,2,1
PD,2023,14,Atletico,Mallorca,2023-11-25T20:00:00Z,1,0
PD,2023,14,Villarreal,Osasuna,2023-11-26T13:00:00Z,3,1
PD,2023,14,Real Sociedad,Sevilla,2023-11-26T15:15:00Z,2,1
PD,2023,14,Cádiz CF,Real Madrid,2023-11-26T17:30:00Z,0,3
PD,2023,14,Real Betis,Las Palmas,2023-11-26T20:00:00Z,1,0
PD,2023,14,Girona,Athletic Club,2023-11-27T20:00:00Z,1,1
PD,2023,13,Mallorca,Cádiz CF,2023-11-29T20:00:00Z,1,1
PD,2023,15,Las Palmas,Getafe,2023-12-01T20:00:00Z,2,0
PD,2023,15,Girona,Valencia,2023-12-02T13:00:00Z,2,1
PD,2023,15,Athletic Club,Rayo,2023-12-02T15:15:00Z,4,0
PD,2023,15,Real Madrid,Granada CF,2023-12-02T17:30:00Z,2,0
PD,2023,15,Osasuna,Real Sociedad,2023-12-02T20:00:00Z,1,1
PD,2023,15,Mallorca,Alaves,2023-12-03T13:00:00Z,0,0
PD,2023,15,UD Almería,Real Betis,2023-12-03T15:15:00Z,0,0
PD,2023,15,Sevilla,Villarreal,2023-12-03T17:30:00Z,1,1
PD,2023,15,Barcelona,Atletico,2023-12-03T20:00:00Z,1,0
PD,2023,15,Celta,Cádiz CF,2023-12-04T20:00:00Z,1,1
PD,2023,16,Getafe,Valencia,2023-12-08T20:00:00Z,1,0
PD,2023,16,Alaves,Las Palmas,2023-12-09T13:00:00Z,0,1
PD,2023,16,Real Betis,Real Madrid,2023-12-09T15:15:00Z,1,1
PD,2023,16,Villarreal,Real Sociedad,2023-12-09T17:30:00Z,0,3
PD,2023,16,Mallorca,Sevilla,2023-12-09T20:00:00Z,1,0
PD,2023,16,Atletico,UD Almería,2023-12-10T13:00:00Z,2,1
PD,2023,16,Cádiz CF,Osasuna,2023-12-10T17:30:00Z,1,1
PD,2023,16,Barcelona,Girona,2023-12-10T20:00:00Z,2,4
PD,2023,16,Granada CF,Athletic Club,2023-12-11T20:00:00Z,1,1
PD,2023,16,Rayo,Celta,2023-12-11T20:00:00Z,0,0
PD,2023,17,Osasuna,Rayo,2023-12-15T20:00:00Z,1,0
PD,2023,17,Celta,Granada CF,2023-12-16T13:00:00Z,1,0
PD,2023,17,Athletic Club,Atletico,2023-12-16T15:15:00Z,2,0
PD,2023,17,Sevilla,Getafe,2023-12-16T17:30:00Z,0,3
PD,2023,17,Valencia,Barcelona,2023-12-16T20:00:00Z,1,1
PD,2023,17,UD Almería,Mallorca,2023-12-17T13:00:00Z,0,0
PD,2023,17,Real Sociedad,Real Betis,2023-12-17T15:15:00Z,0,0
PD,2023,17,Las Palmas,Cádiz CF,2023-12-17T17:30:00Z,1,1
PD,2023,17,Real Madrid,Villarreal,2023-12-17T20:00:00Z,4,1
PD,2023,17,Girona,Alaves,2023-12-18T20:00:00Z,3,0
PD,2023,18,Rayo,Valencia,2023-12-19T18:00:00Z,0,1
PD,2023,18,Atletico,Getafe,2023-12-19T20:30:00Z,3,3
PD,2023,18,Granada CF,Sevilla,2023-12-19T20:30:00Z,0,3
PD,2023,18,Barcelona,UD Almería,2023-12-20T18:00:00Z,3,2
PD,2023,18,Athletic Club,Las Palmas,2023-12-20T20:30:00Z,1,0
PD,2023,18,Villarreal,Celta,2023-12-20T20:30:00Z,3,2
PD,2023,18,Real Betis,Girona,2023-12-21T18:00:00Z,1,1
PD,2023,18,Cádiz CF,Real Sociedad,2023-12-21T18:00:00Z,0,0
PD,2023,18,Alaves,Real Madrid,2023-12-21T20:30:00Z,0,1
PD,2023,18,Mallorca,Osasuna,2023-12-21T20:30:00Z,3,2
PD,2023,4,Atletico,Sevilla,2023-12-23T15:15:00Z,1,0
PD,2023,19,Getafe,Rayo,2024-01-02T16:00:00Z,0,2
PD,2023,19,Real Sociedad,Alaves,2024-01-02T18:15:00Z,1,1
PD,2023,19,Valencia,Villarreal,2024-01-02T20:30:00Z,3,1
PD,2023,19,Granada CF,Cádiz CF,2024-01-03T16:00:00Z,2,0
PD,2023,19,Celta,Real Betis,2024-01-03T18:15:00Z,2,1
PD,2023,19,Real Madrid,Mallorca,2024-01-03T18:15:00Z,1,0
PD,2023,19,Girona,Atletico,2024-01-03T20:30:00Z,4,3
PD,2023,19,Osasuna,UD Almería,2024-01-04T16:00:00Z,1,0
PD,2023,19,Sevilla,Athletic Club,2024-01-04T18:15:00Z,0,2
PD,2023,19,Las Palmas,Barcelona,2024-01-04T20:30:00Z,1,2
PD,2023,20,Sevilla,Alaves,2024-01-12T20:00:00Z,2,3
PD,2023,20,Las Palmas,Villarreal,2024-01-13T13:00:00Z,3,0
PD,2023,20,Mallorca,Celta,2024-01-13T15:15:00Z,1,1
PD,2023,20,Athletic Club,Real Sociedad,2024-01-13T17:30:00Z,2,1
PD,2023,20,Real Betis,Granada CF,2024-01-13T20:00:00Z,1,0
PD,2023,20,UD Almería,Girona,2024-01-14T13:00:00Z,0,0
PD,2023,20,Cádiz CF,Valencia,2024-01-14T15:15:00Z,1,4
PD,2023,21,Alaves,Cádiz CF,2024-01-19T20:00:00Z,1,0
PD,2023,21,Rayo,Las Palmas,2024-01-20T13:00:00Z,0,2
PD,2023,21,Villarreal,Mallorca,2024-01-20T15:15:00Z,1,1
PD,2023,21,Valencia,Athletic Club,2024-01-20T17:30:00Z,1,0
PD,2023,21,Celta,Real Sociedad,2024-01-20T20:00:00Z,0,1
PD,2023,21,Osasuna,Getafe,2024-01-21T13:00:00Z,3,2
PD,2023,21,Real Madrid,UD Almería,2024-01-21T15:15:00Z,3,2
PD,2023,21,Real Betis,Barcelona,2024-01-21T17:30:00Z,2,4
PD,2023,21,Girona,Sevilla,2024-01-21T20:00:00Z,5,1
PD,2023,21,Granada CF,Atletico,2024-01-22T20:00:00Z,0,1
PD,2023,22,UD Almería,Alaves,2024-01-26T20:00:00Z,0,3
PD,2023,22,Real Sociedad,Rayo,2024-01-27T13:00:00Z,0,0
PD,2023,22,Las Palmas,Real Madrid,2024-01-27T15:15:00Z,1,2
PD,2023,22,Barcelona,Villarreal,2024-01-27T17:30:00Z,3,5
PD,2023,22,Mallorca,Real Betis,2024-01-27T20:00:00Z,0,1
PD,2023,22,Celta,Girona,2024-01-28T13:00:00Z,0,1
PD,2023,22,Cádiz CF,Athletic Club,2024-01-28T15:15:00Z,0,0
PD,2023,22,Sevilla,Osasuna,2024-01-28T17:30:00Z,1,1
PD,2023,22,Atletico,Valencia,2024-01-28T20:00:00Z,2,0
PD,2023,22,Getafe,Granada CF,2024-01-29T20:00:00Z,2,0
PD,2023,20,Barcelona,Osasuna,2024-01-31T18:00:00Z,1,0
PD,2023,20,Atletico,Rayo,2024-01-31T20:00:00Z,2,1
PD,2023,20,Getafe,Real Madrid,2024-02-01T20:00:00Z,0,2
PD,2023,23,Athletic Club,Mallorca,2024-02-02T20:00:00Z,4,0
PD,2023,23,Valencia,UD Almería,2024-02-03T13:00:00Z,2,1
