league,season,matchday,home_team,away_team,date,home_goals,away_goals
SA,2024,1,Genoa,Inter,2024-08-17T16:30:00Z,2,2
SA,2024,1,Parma,Fiorentina,2024-08-17T16:30:00Z,1,1
SA,2024,1,Empoli,Monza,2024-08-17T18:45:00Z,0,0
SA,2024,1,Milan,Torino,2024-08-17T18:45:00Z,2,2
SA,2024,1,Bologna,Udinese,2024-08-18T16:30:00Z,1,1
SA,2024,1,Verona,Napoli,2024-08-18T16:30:00Z,3,0
SA,2024,1,Cagliari,Roma,2024-08-18T18:45:00Z,0,0
SA,2024,1,Lazio,Venezia,2024-08-18T18:45:00Z,3,1
SA,2024,1,Lecce,Atalanta,2024-08-19T16:30:00Z,0,4
SA,2024,1,Juventus,Como,2024-08-19T18:45:00Z,3,0
SA,2024,2,Parma,Milan,2024-08-24T16:30:00Z,2,1
SA,2024,2,Udinese,Lazio,2024-08-24T16:30:00Z,2,1
SA,2024,2,Inter,Lecce,2024-08-24T18:45:00Z,2,0
SA,2024,2,Monza,Genoa,2024-08-24T18:45:00Z,0,1
SA,2024,2,Fiorentina,Venezia,2024-08-25T16:30:00Z,0,0
SA,2024,2,Torino,Atalanta,2024-08-25T16:30:00Z,2,1
SA,2024,2,Napoli,Bologna,2024-08-25T18:45:00Z,3,0
SA,2024,2,Roma,Empoli,2024-08-25T18:45:00Z,1,2
SA,2024,2,Cagliari,Como,2024-08-26T16:30:00Z,1,1
SA,2024,2,Verona,Juventus,2024-08-26T18:45:00Z,0,3
SA,2024,3,Venezia,Torino,2024-08-30T16:30:00Z,0,1
SA,2024,3,Inter,Atalanta,2024-08-30T18:45:00Z,4,0
SA,2024,3,Bologna,Empoli,2024-08-31T16:30:00Z,1,1
SA,2024,3,Lecce,Cagliari,2024-08-31T16:30:00Z,1,0
SA,2024,3,Lazio,Milan,2024-08-31T18:45:00Z,2,2
SA,2024,3,Napoli,Parma,2024-08-31T18:45:00Z,2,1
SA,2024,3,Fiorentina,Monza,2024-09-01T16:30:00Z,2,2
SA,2024,3,Genoa,Verona,2024-09-01T16:30:00Z,0,2
SA,2024,3,Juventus,Roma,2024-09-01T18:45:00Z,0,0
SA,2024,3,Udinese,Como,2024-09-01T18:45:00Z,1,0
SA,2024,4,Como,Bologna,2024-09-14T13:00:00Z,2,2
SA,2024,4,Empoli,Juventus,2024-09-14T16:00:00Z,0,0
SA,2024,4,Milan,Venezia,2024-09-14T18:45:00Z,4,0
SA,2024,4,Genoa,Roma,2024-09-15T10:30:00Z,1,1
SA,2024,4,Atalanta,Fiorentina,2024-09-15T13:00:00Z,3,2
SA,2024,4,Torino,Lecce,2024-09-15T13:00:00Z,0,0
SA,2024,4,Cagliari,Napoli,2024-09-15T16:00:00Z,0,4
SA,2024,4,Monza,Inter,2024-09-15T18:45:00Z,1,1
SA,2024,4,Parma,Udinese,2024-09-16T16:30:00Z,2,3
SA,2024,4,Lazio,Verona,2024-09-16T18:45:00Z,2,1
SA,2024,5,Cagliari,Empoli,2024-09-20T16:30:00Z,0,2
SA,2024,5,Verona,Torino,2024-09-20T18:45:00Z,2,3
SA,2024,5,Venezia,Genoa,2024-09-21T13:00:00Z,2,0
SA,2024,5,Juventus,Napoli,2024-09-21T16:00:00Z,0,0
SA,2024,5,Lecce,Parma,2024-09-21T18:45:00Z,2,2
SA,2024,5,Fiorentina,Lazio,2024-09-22T10:30:00Z,2,1
SA,2024,5,Monza,Bologna,2024-09-22T13:00:00Z,1,2
SA,2024,5,Roma,Udinese,2024-09-22T16:00:00Z,3,0
SA,2024,5,Inter,Milan,2024-09-22T18:45:00Z,1,2
SA,2024,5,Atalanta,Como,2024-09-24T18:45:00Z,2,3
SA,2024,6,Milan,Lecce,2024-09-27T18:45:00Z,3,0
SA,2024,6,Udinese,Inter,2024-09-28T13:00:00Z,2,3
SA,2024,6,Genoa,Juventus,2024-09-28T16:00:00Z,0,3
SA,2024,6,Bologna,Atalanta,2024-09-28T18:45:00Z,1,1
SA,2024,6,Torino,Lazio,2024-09-29T10:30:00Z,2,3
SA,2024,6,Como,Verona,2024-09-29T13:00:00Z,3,2
SA,2024,6,Roma,Venezia,2024-09-29T13:00:00Z,2,1
SA,2024,6,Empoli,Fiorentina,2024-09-29T16:00:00Z,0,0
SA,2024,6,Napoli,Monza,2024-09-29T18:45:00Z,2,0
SA,2024,6,Parma,Cagliari,2024-09-30T18:45:00Z,2,3
SA,2024,7,Napoli,Como,2024-10-04T16:30:00Z,3,1
SA,2024,7,Verona,Venezia,2024-10-04T18:45:00Z,2,1
SA,2024,7,Udinese,Lecce,2024-10-05T13:00:00Z,1,0
SA,2024,7,Atalanta,Genoa,2024-10-05T16:00:00Z,5,1
SA,2024,7,Inter,Torino,2024-10-05T18:45:00Z,3,2
SA,2024,7,Juventus,Cagliari,2024-10-06T10:30:00Z,1,1
SA,2024,7,Bologna,Parma,2024-10-06T13:00:00Z,0,0
SA,2024,7,Lazio,Empoli,2024-10-06T13:00:00Z,2,1
SA,2024,7,Monza,Roma,2024-10-06T16:00:00Z,1,1
SA,2024,7,Fiorentina,Milan,2024-10-06T18:45:00Z,2,1
SA,2024,8,Como,Parma,2024-10-19T13:00:00Z,1,1
SA,2024,8,Genoa,Bologna,2024-10-19T13:00:00Z,2,2
SA,2024,8,Milan,Udinese,2024-10-19T16:00:00Z,1,0
SA,2024,8,Juventus,Lazio,2024-10-19T18:45:00Z,1,0
SA,2024,8,Empoli,Napoli,2024-10-20T10:30:00Z,0,1
SA,2024,8,Lecce,Fiorentina,2024-10-20T13:00:00Z,0,6
SA,2024,8,Venezia,Atalanta,2024-10-20T13:00:00Z,0,2
SA,2024,8,Cagliari,Torino,2024-10-20T16:00:00Z,3,2
SA,2024,8,Roma,Inter,2024-10-20T18:45:00Z,0,1
SA,2024,8,Verona,Monza,2024-10-21T18:45:00Z,0,3
SA,2024,9,Udinese,Cagliari,2024-10-25T16:30:00Z,2,0
SA,2024,9,Torino,Como,2024-10-25T18:45:00Z,1,0
SA,2024,9,Napoli,Lecce,2024-10-26T13:00:00Z,1,0
SA,2024,9,Atalanta,Verona,2024-10-26T18:45:00Z,6,1
SA,2024,9,Parma,Empoli,2024-10-27T11:30:00Z,1,1
SA,2024,9,Lazio,Genoa,2024-10-27T14:00:00Z,3,0
SA,2024,9,Monza,Venezia,2024-10-27T14:00:00Z,2,2
SA,2024,9,Inter,Juventus,2024-10-27T17:00:00Z,4,4
SA,2024,9,Fiorentina,Roma,2024-10-27T19:45:00Z,5,1
SA,2024,10,Cagliari,Bologna,2024-10-29T17:30:00Z,0,2
SA,2024,10,Lecce,Verona,2024-10-29T17:30:00Z,1,0
SA,2024,10,Milan,Napoli,2024-10-29T19:45:00Z,0,2
SA,2024,10,Empoli,Inter,2024-10-30T17:30:00Z,0,3
SA,2024,10,Venezia,Udinese,2024-10-30T17:30:00Z,3,2
SA,2024,10,Atalanta,Monza,2024-10-30T19:45:00Z,2,0
SA,2024,10,Juventus,Parma,2024-10-30T19:45:00Z,2,2
SA,2024,10,Genoa,Fiorentina,2024-10-31T17:30:00Z,0,1
SA,2024,10,Como,Lazio,2024-10-31T19:45:00Z,1,5
SA,2024,10,Roma,Torino,2024-10-31T19:45:00Z,1,0
SA,2024,11,Bologna,Lecce,2024-11-02T14:00:00Z,1,0
SA,2024,11,Udinese,Juventus,2024-11-02T17:00:00Z,0,2
SA,2024,11,Monza,Milan,2024-11-02T19:45:00Z,0,1
SA,2024,11,Napoli,Atalanta,2024-11-03T11:30:00Z,0,3
SA,2024,11,Torino,Fiorentina,2024-11-03T14:00:00Z,0,1
SA,2024,11,Verona,Roma,2024-11-03T17:00:00Z,3,2
SA,2024,11,Inter,Venezia,2024-11-03T19:45:00Z,1,0
SA,2024,11,Empoli,Como,2024-11-04T17:30:00Z,1,0
SA,2024,11,Parma,Genoa,2024-11-04T17:30:00Z,0,1
SA,2024,11,Lazio,Cagliari,2024-11-04T19:45:00Z,2,1
SA,2024,12,Genoa,Como,2024-11-07T19:45:00Z,1,1
SA,2024,12,Lecce,Empoli,2024-11-08T19:45:00Z,1,1
SA,2024,12,Venezia,Parma,2024-11-09T14:00:00Z,1,2
SA,2024,12,Cagliari,Milan,2024-11-09T17:00:00Z,3,3
SA,2024,12,Juventus,Torino,2024-11-09T19:45:00Z,2,0
SA,2024,12,Atalanta,Udinese,2024-11-10T11:30:00Z,2,1
SA,2024,12,Fiorentina,Verona,2024-11-10T14:00:00Z,3,1
SA,2024,12,Roma,Bologna,2024-11-10T14:00:00Z,2,3
SA,2024,12,Monza,Lazio,2024-11-10T17:00:00Z,0,1
SA,2024,12,Inter,Napoli,2024-11-10T19:45:00Z,1,1
SA,2024,13,Verona,Inter,2024-11-23T14:00:00Z,0,5
SA,2024,13,Milan,Juventus,2024-11-23T17:00:00Z,0,0
SA,2024,13,Parma,Atalanta,2024-11-23T19:45:00Z,1,3
SA,2024,13,Genoa,Cagliari,2024-11-24T11:30:00Z,2,2
SA,2024,13,Como,Fiorentina,2024-11-24T14:00:00Z,0,2
SA,2024,13,Torino,Monza,2024-11-24T14:00:00Z,1,1
SA,2024,13,Napoli,Roma,2024-11-24T17:00:00Z,1,0
SA,2024,13,Lazio,Bologna,2024-11-24T19:45:00Z,3,0
SA,2024,13,Empoli,Udinese,2024-11-25T17:30:00Z,1,1
SA,2024,13,Venezia,Lecce,2024-11-25T19:45:00Z,0,1
SA,2024,14,Cagliari,Verona,2024-11-29T19:45:00Z,1,0
SA,2024,14,Como,Monza,2024-11-30T14:00:00Z,1,1
SA,2024,14,Milan,Empoli,2024-11-30T17:00:00Z,3,0
SA,2024,14,Bologna,Venezia,2024-11-30T19:45:00Z,3,0
SA,2024,14,Udinese,Genoa,2024-12-01T11:30:00Z,0,2
SA,2024,14,Parma,Lazio,2024-12-01T14:00:00Z,3,1
SA,2024,14,Torino,Napoli,2024-12-01T14:00:00Z,0,1
SA,2024,14,Lecce,Juventus,2024-12-01T19:45:00Z,1,1
SA,2024,14,Roma,Atalanta,2024-12-02T19:45:00Z,0,2
SA,2024,15,Inter,Parma,2024-12-06T17:30:00Z,3,1
SA,2024,15,Atalanta,Milan,2024-12-06T19:45:00Z,2,1
SA,2024,15,Genoa,Torino,2024-12-07T14:00:00Z,0,0
SA,2024,15,Juventus,Bologna,2024-12-07T17:00:00Z,2,2
SA,2024,15,Roma,Lecce,2024-12-07T19:45:00Z,4,1
SA,2024,15,Fiorentina,Cagliari,2024-12-08T11:30:00Z,1,0
SA,2024,15,Verona,Empoli,2024-12-08T14:00:00Z,1,4
SA,2024,15,Venezia,Como,2024-12-08T17:00:00Z,2,2
SA,2024,15,Napoli,Lazio,2024-12-08T19:45:00Z,0,1
SA,2024,15,Monza,Udinese,2024-12-09T19:45:00Z,1,2
SA,2024,16,Empoli,Torino,2024-12-13T19:45:00Z,0,1
SA,2024,16,Cagliari,Atalanta,2024-12-14T14:00:00Z,0,1
SA,2024,16,Udinese,Napoli,2024-12-14T17:00:00Z,1,3
SA,2024,16,Juventus,Venezia,2024-12-14T19:45:00Z,2,2
SA,2024,16,Lecce,Monza,2024-12-15T11:30:00Z,2,1
SA,2024,16,Bologna,Fiorentina,2024-12-15T14:00:00Z,1,0
SA,2024,16,Parma,Verona,2024-12-15T14:00:00Z,2,3
SA,2024,16,Como,Roma,2024-12-15T17:00:00Z,2,0
SA,2024,16,Milan,Genoa,2024-12-15T19:45:00Z,0,0
SA,2024,16,Lazio,Inter,2024-12-16T19:45:00Z,0,6
SA,2024,17,Verona,Milan,2024-12-20T19:45:00Z,0,1
SA,2024,17,Torino,Bologna,2024-12-21T14:00:00Z,0,2
SA,2024,17,Genoa,Napoli,2024-12-21T17:00:00Z,1,2
SA,2024,17,Lecce,Lazio,2024-12-21T19:45:00Z,1,2
SA,2024,17,Roma,Parma,2024-12-22T11:30:00Z,5,0
SA,2024,17,Venezia,Cagliari,2024-12-22T14:00:00Z,2,1
SA,2024,17,Atalanta,Empoli,2024-12-22T17:00:00Z,3,2
SA,2024,17,Monza,Juventus,2024-12-22T19:45:00Z,1,2
SA,2024,17,Fiorentina,Udinese,2024-12-23T17:30:00Z,1,2
SA,2024,17,Inter,Como,2024-12-23T19:45:00Z,2,0
SA,2024,18,Empoli,Genoa,2024-12-28T14:00:00Z,1,2
SA,2024,18,Parma,Monza,2024-12-28T14:00:00Z,2,1
SA,2024,18,Cagliari,Inter,2024-12-28T17:00:00Z,0,3
SA,2024,18,Lazio,Atalanta,2024-12-28T19:45:00Z,1,1
SA,2024,18,Udinese,Torino,2024-12-29T11:30:00Z,2,2
SA,2024,18,Napoli,Venezia,2024-12-29T14:00:00Z,1,0
SA,2024,18,Juventus,Fiorentina,2024-12-29T17:00:00Z,2,2
SA,2024,18,Milan,Roma,2024-12-29T19:45:00Z,1,1
SA,2024,18,Como,Lecce,2024-12-30T17:30:00Z,2,0
SA,2024,18,Bologna,Verona,2024-12-30T19:45:00Z,2,3
SA,2024,19,Venezia,Empoli,2025-01-04T14:00:00Z,1,1
SA,2024,19,Fiorentina,Napoli,2025-01-04T17:00:00Z,0,3
SA,2024,19,Verona,Udinese,2025-01-04T19:45:00Z,0,0
SA,2024,19,Monza,Cagliari,2025-01-05T11:30:00Z,1,2
SA,2024,19,Lecce,Genoa,2025-01-05T14:00:00Z,0,0
SA,2024,19,Torino,Parma,2025-01-05T17:00:00Z,0,0
SA,2024,19,Roma,Lazio,2025-01-05T19:45:00Z,2,0
SA,2024,20,Lazio,Como,2025-01-10T19:45:00Z,1,1
SA,2024,20,Empoli,Lecce,2025-01-11T14:00:00Z,1,3
SA,2024,20,Udinese,Atalanta,2025-01-11T14:00:00Z,0,0
SA,2024,20,Torino,Juventus,2025-01-11T17:00:00Z,1,1
SA,2024,20,Milan,Cagliari,2025-01-11T19:45:00Z,1,1
SA,2024,20,Genoa,Parma,2025-01-12T11:30:00Z,1,0
SA,2024,20,Venezia,Inter,2025-01-12T14:00:00Z,0,1
SA,2024,20,Bologna,Roma,2025-01-12T17:00:00Z,2,2
SA,2024,20,Napoli,Verona,2025-01-12T19:45:00Z,2,0
SA,2024,20,Monza,Fiorentina,2025-01-13T19:45:00Z,2,1
SA,2024,19,Como,Milan,2025-01-14T17:30:00Z,1,2
SA,2024,19,Atalanta,Juventus,2025-01-14T19:45:00Z,1,1
SA,2024,19,Inter,Bologna,2025-01-15T19:45:00Z,2,2
SA,2024,21,Roma,Genoa,2025-01-17T19:45:00Z,3,1
SA,2024,21,Bologna,Monza,2025-01-18T14:00:00Z,3,1
SA,2024,21,Juventus,Milan,2025-01-18T17:00:00Z,2,0
SA,2024,21,Atalanta,Napoli,2025-01-18T19:45:00Z,2,3
SA,2024,21,Fiorentina,Torino,2025-01-19T11:30:00Z,1,1
SA,2024,21,Cagliari,Lecce,2025-01-19T14:00:00Z,4,1
SA,2024,21,Parma,Venezia,2025-01-19T14:00:00Z,1,1
SA,2024,21,Verona,Lazio,2025-01-19T17:00:00Z,0,3
SA,2024,21,Inter,Empoli,2025-01-19T19:45:00Z,3,1
SA,2024,21,Como,Udinese,2025-01-20T19:45:00Z,4,1
SA,2024,22,Torino,Cagliari,2025-01-24T19:45:00Z,2,0
SA,2024,22,Como,Atalanta,2025-01-25T14:00:00Z,1,2
SA,2024,22,Napoli,Juventus,2025-01-25T17:00:00Z,2,1
SA,2024,22,Empoli,Bologna,2025-01-25T19:45:00Z,1,1
SA,2024,22,Milan,Parma,2025-01-26T11:30:00Z,3,2
SA,2024,22,Udinese,Roma,2025-01-26T14:00:00Z,1,2
SA,2024,22,Lecce,Inter,2025-01-26T17:00:00Z,0,4
SA,2024,22,Lazio,Fiorentina,2025-01-26T19:45:00Z,1,2
SA,2024,22,Venezia,Verona,2025-01-27T17:30:00Z,1,1
SA,2024,22,Genoa,Monza,2025-01-27T19:45:00Z,2,0
SA,2024,23,Parma,Lecce,2025-01-31T19:45:00Z,1,3
SA,2024,23,Monza,Verona,2025-02-01T14:00:00Z,0,1
SA,2024,23,Udinese,Venezia,2025-02-01T14:00:00Z,3,2
SA,2024,23,Atalanta,Torino,2025-02-01T17:00:00Z,1,1
SA,2024,23,Bologna,Como,2025-02-01T19:45:00Z,2,0
SA,2024,23,Juventus,Empoli,2025-02-02T11:30:00Z,4,1
SA,2024,23,Fiorentina,Genoa,2025-02-02T14:00:00Z,2,1
SA,2024,23,Milan,Inter,2025-02-02T17:00:00Z,1,1
SA,2024,23,Roma,Napoli,2025-02-02T19:45:00Z,1,1
SA,2024,23,Cagliari,Lazio,2025-02-03T19:45:00Z,1,2
SA,2024,14,Fiorentina,Inter,2025-02-06T19:45:00Z,3,0
SA,2024,24,Como,Juventus,2025-02-07T19:45:00Z,1,2
SA,2024,24,Verona,Atalanta,2025-02-08T14:00:00Z,0,5
SA,2024,24,Empoli,Milan,2025-02-08T17:00:00Z,0,2
SA,2024,24,Torino,Genoa,2025-02-08T19:45:00Z,1,1
SA,2024,24,Venezia,Roma,2025-02-09T11:30:00Z,0,1
SA,2024,24,Cagliari,Parma,2025-02-09T14:00:00Z,2,1
SA,2024,24,Lazio,Monza,2025-02-09T14:00:00Z,5,1
SA,2024,24,Lecce,Bologna,2025-02-09T17:00:00Z,0,0
SA,2024,24,Napoli,Udinese,2025-02-09T19:45:00Z,1,1
SA,2024,24,Inter,Fiorentina,2025-02-10T19:45:00Z,2,1
SA,2024,25,Bologna,Torino,2025-02-14T19:45:00Z,3,2
SA,2024,25,Atalanta,Cagliari,2025-02-15T14:00:00Z,0,0
SA,2024,25,Lazio,Napoli,2025-02-15T17:00:00Z,2,2
SA,2024,25,Milan,Verona,2025-02-15T19:45:00Z,1,0
SA,2024,25,Fiorentina,Como,2025-02-16T11:30:00Z,0,2
SA,2024,25,Monza,Lecce,2025-02-16T14:00:00Z,0,0
SA,2024,25,Udinese,Empoli,2025-02-16T14:00:00Z,3,0
SA,2024,25,Parma,Roma,2025-02-16T17:00:00Z,0,1
SA,2024,25,Juventus,Inter,2025-02-16T19:45:00Z,1,0
SA,2024,25,Genoa,Venezia,2025-02-17T19:45:00Z,2,0
SA,2024,26,Lecce,Udinese,2025-02-21T19:45:00Z,0,1
SA,2024,26,Parma,Bologna,2025-02-22T14:00:00Z,2,0
SA,2024,26,Venezia,Lazio,2025-02-22T14:00:00Z,0,0
SA,2024,26,Torino,Milan,2025-02-22T17:00:00Z,2,1
SA,2024,26,Inter,Genoa,2025-02-22T19:45:00Z,1,0
SA,2024,26,Como,Napoli,2025-02-23T11:30:00Z,2,1
SA,2024,26,Verona,Fiorentina,2025-02-23T14:00:00Z,1,0
SA,2024,26,Empoli,Atalanta,2025-02-23T17:00:00Z,0,5
SA,2024,26,Cagliari,Juventus,2025-02-23T19:45:00Z,0,1
SA,2024,26,Roma,Monza,2025-02-24T19:45:00Z,4,0
SA,2024,9,Bologna,Milan,2025-02-27T19:45:00Z,2,1
SA,2024,27,Fiorentina,Lecce,2025-02-28T19:45:00Z,1,0
SA,2024,27,Atalanta,Venezia,2025-03-01T14:00:00Z,0,0
SA,2024,27,Napoli,Inter,2025-03-01T17:00:00Z,1,1
SA,2024,27,Udinese,Parma,2025-03-01T19:45:00Z,1,0
SA,2024,27,Monza,Torino,2025-03-02T11:30:00Z,0,2
SA,2024,27,Bologna,Cagliari,2025-03-02T14:00:00Z,2,1
SA,2024,27,Genoa,Empoli,2025-03-02T14:00:00Z,1,1
SA,2024,27,Roma,Como,2025-03-02T17:00:00Z,2,1
SA,2024,27,Milan,Lazio,2025-03-02T19:45:00Z,1,2
SA,2024,27,Juventus,Verona,2025-03-03T19:45:00Z,2,0
SA,2024,28,Cagliari,Genoa,2025-03-07T19:45:00Z,1,1
SA,2024,28,Como,Venezia,2025-03-08T14:00:00Z,1,1
SA,2024,28,Parma,Torino,2025-03-08T14:00:00Z,2,2
SA,2024,28,Lecce,Milan,2025-03-08T17:00:00Z,2,3
SA,2024,28,Inter,Monza,2025-03-08T19:45:00Z,3,2
SA,2024,28,Verona,Bologna,2025-03-09T11:30:00Z,1,2
SA,2024,28,Napoli,Fiorentina,2025-03-09T14:00:00Z,2,1
SA,2024,28,Empoli,Roma,2025-03-09T17:00:00Z,0,1
SA,2024,28,Juventus,Atalanta,2025-03-09T19:45:00Z,0,4
SA,2024,28,Lazio,Udinese,2025-03-10T19:45:00Z,1,1
SA,2024,29,Genoa,Lecce,2025-03-14T19:45:00Z,2,1
SA,2024,29,Monza,Parma,2025-03-15T14:00:00Z,1,1
SA,2024,29,Udinese,Verona,2025-03-15T14:00:00Z,0,1
SA,2024,29,Milan,Como,2025-03-15T17:00:00Z,2,1
SA,2024,29,Torino,Empoli,2025-03-15T19:45:00Z,1,0
SA,2024,29,Venezia,Napoli,2025-03-16T11:30:00Z,0,0
SA,2024,29,Bologna,Lazio,2025-03-16T14:00:00Z,5,0
SA,2024,29,Roma,Cagliari,2025-03-16T15:00:00Z,1,0
SA,2024,29,Fiorentina,Juventus,2025-03-16T17:00:00Z,3,0
SA,2024,29,Atalanta,Inter,2025-03-16T19:45:00Z,0,2
SA,2024,30,Como,Empoli,2025-03-29T14:00:00Z,1,1
SA,2024,30,Venezia,Bologna,2025-03-29T14:00:00Z,0,1
SA,2024,30,Juventus,Genoa,2025-03-29T17:00:00Z,1,0
SA,2024,30,Lecce,Roma,2025-03-29T19:45:00Z,0,1
SA,2024,30,Cagliari,Monza,2025-03-30T10:30:00Z,3,0
SA,2024,30,Fiorentina,Atalanta,2025-03-30T13:00:00Z,1,0
SA,2024,30,Inter,Udinese,2025-03-30T16:00:00Z,2,1
SA,2024,30,Napoli,Milan,2025-03-30T18:45:00Z,2,1
SA,2024,30,Verona,Parma,2025-03-31T16:30:00Z,0,0
SA,2024,30,Lazio,Torino,2025-03-31T18:45:00Z,1,1
SA,2024,31,Genoa,Udinese,2025-04-04T18:45:00Z,1,0
SA,2024,31,Monza,Como,2025-04-05T13:00:00Z,1,3
SA,2024,31,Parma,Inter,2025-04-05T16:00:00Z,2,2
SA,2024,31,Milan,Fiorentina,2025-04-05T18:45:00Z,2,2
SA,2024,31,Lecce,Venezia,2025-04-06T10:30:00Z,1,1
SA,2024,31,Empoli,Cagliari,2025-04-06T13:00:00Z,0,0
SA,2024,31,Torino,Verona,2025-04-06T13:00:00Z,1,1
SA,2024,31,Atalanta,Lazio,2025-04-06T16:00:00Z,0,1
SA,2024,31,Roma,Juventus,2025-04-06T18:45:00Z,1,1
SA,2024,31,Bologna,Napoli,2025-04-07T18:45:00Z,1,1
SA,2024,32,Udinese,Milan,2025-04-11T18:45:00Z,0,4
SA,2024,32,Venezia,Monza,2025-04-12T13:00:00Z,1,0
SA,2024,32,Inter,Cagliari,2025-04-12T16:00:00Z,3,1
SA,2024,32,Juventus,Lecce,2025-04-12T18:45:00Z,2,1
SA,2024,32,Atalanta,Bologna,2025-04-13T10:30:00Z,2,0
SA,2024,32,Fiorentina,Parma,2025-04-13T13:00:00Z,0,0
SA,2024,32,Verona,Genoa,2025-04-13T13:00:00Z,0,0
SA,2024,32,Como,Torino,2025-04-13T16:00:00Z,1,0
SA,2024,32,Lazio,Roma,2025-04-13T18:45:00Z,1,1
SA,2024,32,Napoli,Empoli,2025-04-14T18:45:00Z,3,0
SA,2024,33,Lecce,Como,2025-04-19T13:00:00Z,0,3
SA,2024,33,Monza,Napoli,2025-04-19T16:00:00Z,0,1
SA,2024,33,Roma,Verona,2025-04-19T18:45:00Z,1,0
SA,2024,33,Empoli,Venezia,2025-04-20T13:00:00Z,2,2
SA,2024,33,Bologna,Inter,2025-04-20T16:00:00Z,1,0
SA,2024,33,Milan,Atalanta,2025-04-20T18:45:00Z,0,1
SA,2024,33,Cagliari,Fiorentina,2025-04-23T16:30:00Z,1,2
SA,2024,33,Genoa,Lazio,2025-04-23T16:30:00Z,0,2
SA,2024,33,Parma,Juventus,2025-04-23T16:30:00Z,1,0
SA,2024,33,Torino,Udinese,2025-04-23T16:30:00Z,2,0
SA,2024,34,Como,Genoa,2025-04-27T10:30:00Z,1,0
SA,2024,34,Venezia,Milan,2025-04-27T10:30:00Z,0,2
SA,2024,34,Fiorentina,Empoli,2025-04-27T13:00:00Z,2,1
SA,2024,34,Inter,Roma,2025-04-27T13:00:00Z,0,1
SA,2024,34,Juventus,Monza,2025-04-27T16:00:00Z,2,0
SA,2024,34,Atalanta,Lecce,2025-04-27T18:45:00Z,1,1
SA,2024,34,Napoli,Torino,2025-04-27T18:45:00Z,2,0
SA,2024,34,Udinese,Bologna,2025-04-28T16:30:00Z,0,0
SA,2024,34,Verona,Cagliari,2025-04-28T18:45:00Z,0,2
SA,2024,34,Lazio,Parma,2025-04-28T18:45:00Z,2,2
SA,2024,35,Torino,Venezia,2025-05-02T18:45:00Z,1,1
SA,2024,35,Cagliari,Udinese,2025-05-03T13:00:00Z,1,2
SA,2024,35,Parma,Como,2025-05-03T13:00:00Z,0,1
SA,2024,35,Lecce,Napoli,2025-05-03T16:00:00Z,0,1
SA,2024,35,Inter,Verona,2025-05-03T18:45:00Z,1,0
SA,2024,35,Empoli,Lazio,2025-05-04T10:30:00Z,0,1
SA,2024,35,Monza,Atalanta,2025-05-04T13:00:00Z,0,4
SA,2024,35,Roma,Fiorentina,2025-05-04T16:00:00Z,1,0
SA,2024,35,Bologna,Juventus,2025-05-04T18:45:00Z,1,1
SA,2024,35,Genoa,Milan,2025-05-05T18:45:00Z,1,2
SA,2024,36,Milan,Bologna,2025-05-09T18:45:00Z,3,1
SA,2024,36,Como,Cagliari,2025-05-10T13:00:00Z,3,1
SA,2024,36,Lazio,Juventus,2025-05-10T16:00:00Z,1,1
SA,2024,36,Empoli,Parma,2025-05-10T18:45:00Z,2,1
SA,2024,36,Udinese,Monza,2025-05-11T10:30:00Z,1,2
SA,2024,36,Verona,Lecce,2025-05-11T13:00:00Z,1,1
SA,2024,36,Torino,Inter,2025-05-11T16:00:00Z,0,2
SA,2024,36,Napoli,Genoa,2025-05-11T18:45:00Z,2,2
SA,2024,36,Venezia,Fiorentina,2025-05-12T16:30:00Z,2,1
SA,2024,36,Atalanta,Roma,2025-05-12T18:45:00Z,2,1
SA,2024,37,Genoa,Atalanta,2025-05-17T18:45:00Z,2,3
SA,2024,37,Cagliari,Venezia,2025-05-18T18:45:00Z,3,0
SA,2024,37,Fiorentina,Bologna,2025-05-18T18:45:00Z,3,2
SA,2024,37,Verona,Como,2025-05-18T18:45:00Z,1,1
SA,2024,37,Inter,Lazio,2025-05-18T18:45:00Z,2,2
SA,2024,37,Juventus,Udinese,2025-05-18T18:45:00Z,2,0
SA,2024,37,Lecce,Torino,2025-05-18T18:45:00Z,1,0
SA,2024,37,Monza,Empoli,2025-05-18T18:45:00Z,1,3
SA,2024,37,Parma,Napoli,2025-05-18T18:45:00Z,0,0
SA,2024,37,Roma,Milan,2025-05-18T18:45:00Z,3,1
SA,2024,38,Como,Inter,2025-05-23T18:45:00Z,0,2
SA,2024,38,Napoli,Cagliari,2025-05-23T18:45:00Z,2,0
SA,2024,38,Bologna,Genoa,2025-05-24T16:00:00Z,1,3
SA,2024,38,Milan,Monza,2025-05-24T18:45:00Z,2,0
SA,2024,38,Atalanta,Parma,2025-05-25T18:45:00Z,2,3
SA,2024,38,Empoli,Verona,2025-05-25T18:45:00Z,1,2
SA,2024,38,Lazio,Lecce,2025-05-25T18:45:00Z,0,1
SA,2024,38,Torino,Roma,2025-05-25T18:45:00Z,0,2
SA,2024,38,Udinese,Fiorentina,2025-05-25T18:45:00Z,2,3
SA,2024,38,Venezia,Juventus,2025-05-25T18:45:00Z,2,3
SA,2023,1,Empoli,Verona,2023-08-19T16:30:00Z,0,1
SA,2023,1,Frosinone Calcio,Napoli,2023-08-19T16:30:00Z,1,3
