season,matchday,home_team,away_team,date,home_goals,away_goals,elo_home,elo_away,home_pts5,away_pts5,home_gf5,home_ga5,away_gf5,away_ga5
2024,19,Atalanta BC,Juventus FC,2025-01-14 19:45:00+00:00,1,1,1582.3711807230552,1549.816648220145,11,7,7,4,9,8
2024,19,FC Internazionale Milano,Bologna FC 1909,2025-01-15 19:45:00+00:00,2,2,1598.1813187864673,1530.6224325857088,15,8,15,1,9,7
2024,21,AS Roma,Genoa CFC,2025-01-17 19:45:00+00:00,3,1,1490.2607951290654,1488.0691169091995,8,8,10,5,4,3
2024,21,Bologna FC 1909,AC Monza,2025-01-18 14:00:00+00:00,3,1,1532.5427909735597,1426.317625642404,8,3,9,7,6,9
2024,21,Juventus FC,AC Milan,2025-01-18 17:00:00+00:00,2,0,1550.7509104377516,1531.2601764324024,7,9,8,7,5,3
2024,21,Atalanta BC,SSC Napoli,2025-01-18 19:45:00+00:00,2,3,1581.4369185054486,1594.9834988642463,9,15,6,4,11,2
2024,21,ACF Fiorentina,Torino FC,2025-01-19 11:30:00+00:00,1,1,1523.3172689624482,1475.6604980589173,1,6,4,10,4,5
2024,21,Cagliari Calcio,US Lecce,2025-01-19 14:00:00+00:00,4,1,1456.2981181925218,1463.7788156978181,4,7,4,8,6,6
2024,21,Parma Calcio 1913,Venezia FC,2025-01-19 14:00:00+00:00,1,1,1456.5265480921366,1434.6932167674136,4,5,4,10,5,6
2024,21,Hellas Verona FC,SS Lazio,2025-01-19 17:00:00+00:00,0,3,1448.3667500959516,1537.8939220110938,7,5,6,7,4,11
2024,21,FC Internazionale Milano,Empoli FC,2025-01-19 19:45:00+00:00,3,1,1596.2609603986164,1457.2981843328962,13,1,14,2,5,10
2024,21,Como 1907,Udinese Calcio,2025-01-20 19:45:00+00:00,4,1,1462.9254652091406,1491.3584192869687,7,6,6,5,5,6
2024,22,Torino FC,Cagliari Calcio,2025-01-24 19:45:00+00:00,2,0,1477.0236318413442,1466.5133967084546,4,7,4,6,8,8
2024,22,Como 1907,Atalanta BC,2025-01-25 14:00:00+00:00,1,2,1473.7420093631222,1571.8266229695973,7,6,8,6,7,7
2024,22,SSC Napoli,Juventus FC,2025-01-25 17:00:00+00:00,2,1,1604.5937944000975,1560.1905097700537,15,9,11,3,8,5
2024,22,Empoli FC,Bologna FC 1909,2025-01-25 19:45:00+00:00,1,1,1451.097391769193,1539.5772187537736,1,8,6,12,11,8
2024,22,AC Milan,Parma Calcio 1913,2025-01-26 11:30:00+00:00,3,2,1521.8205771001003,1455.8989602072363,8,5,5,5,3,8
2024,22,Udinese Calcio,AS Roma,2025-01-26 14:00:00+00:00,1,2,1480.5418751329871,1500.1977143958125,6,11,5,7,13,4
2024,22,US Lecce,FC Internazionale Milano,2025-01-26 17:00:00+00:00,0,4,1453.5635371818853,1602.4617529623195,4,13,5,9,11,3
2024,22,SS Lazio,ACF Fiorentina,2025-01-26 19:45:00+00:00,1,2,1545.372680001432,1521.9541351800212,8,2,7,5,5,10
2024,22,Venezia FC,Hellas Verona FC,2025-01-27 17:30:00+00:00,1,1,1435.3208046523139,1440.8879921056134,5,4,4,5,3,8
2024,22,Genoa CFC,AC Monza,2025-01-27 19:45:00+00:00,2,0,1478.1321976424524,1419.28319786219,7,3,5,6,6,10
2024,23,Parma Calcio 1913,US Lecce,2025-01-31 19:45:00+00:00,1,3,1447.773891265218,1447.6047383681657,5,4,5,6,4,11
2024,23,AC Monza,Hellas Verona FC,2025-02-01 14:00:00+00:00,0,1,1410.9609935546648,1440.7277692826826,3,5,5,10,4,8
2024,23,Udinese Calcio,Venezia FC,2025-02-01 14:00:00+00:00,3,2,1471.1070128615306,1435.4810274752447,3,3,4,8,3,5
2024,23,Atalanta BC,Torino FC,2025-02-01 17:00:00+00:00,1,1,1579.0762041399585,1486.7212152002503,6,7,6,6,6,4
2024,23,Bologna FC 1909,Como 1907,2025-02-01 19:45:00+00:00,2,0,1537.0842269235952,1466.492428192761,6,7,10,9,9,6
2024,23,Juventus FC,Empoli FC,2025-02-02 11:30:00+00:00,4,1,1551.4616259308855,1453.5903835993715,6,2,7,6,5,10
2024,23,ACF Fiorentina,Genoa CFC,2025-02-02 14:00:00+00:00,2,1,1532.6271561462559,1486.4544019499776,5,10,6,9,6,4
2024,23,AC Milan,FC Internazionale Milano,2025-02-02 17:00:00+00:00,1,1,1529.9456460421186,1608.420551776039,8,13,7,7,13,3
2024,23,AS Roma,SSC Napoli,2025-02-02 19:45:00+00:00,1,1,1509.632576667269,1613.3226782392658,11,15,10,5,11,3
2024,23,Cagliari Calcio,SS Lazio,2025-02-03 19:45:00+00:00,1,2,1456.8158133495485,1534.6996590351973,7,5,7,8,6,6
2024,14,ACF Fiorentina,FC Internazionale Milano,2025-02-06 19:45:00+00:00,3,0,1541.3059662918608,1606.1995048031156,7,11,6,8,11,4
2024,24,Como 1907,Juventus FC,2025-02-07 19:45:00+00:00,1,2,1458.4967187713428,1558.7168847998,4,8,7,8,9,5
2024,24,Hellas Verona FC,Atalanta BC,2025-02-08 14:00:00+00:00,0,5,1449.8731027596098,1576.4789025302175,5,6,2,6,6,6
2024,24,Empoli FC,AC Milan,2025-02-08 17:00:00+00:00,0,2,1446.335124730457,1532.166693015042,2,8,5,12,7,7
2024,24,Torino FC,Genoa CFC,2025-02-08 19:45:00+00:00,1,1,1489.3185168099913,1477.7755918043727,7,7,5,3,5,5
2024,24,Venezia FC,AS Roma,2025-02-09 11:30:00+00:00,0,1,1426.502846990353,1512.5314577555237,3,11,5,7,10,5
2024,24,Cagliari Calcio,Parma Calcio 1913,2025-02-09 14:00:00+00:00,2,1,1449.020681363361,1437.7690226538627,7,2,8,7,4,8
2024,24,SS Lazio,AC Monza,2025-02-09 14:00:00+00:00,5,1,1542.4947910213848,1401.8156600777377,7,3,7,6,4,9
2024,24,US Lecce,Bologna FC 1909,2025-02-09 17:00:00+00:00,0,0,1457.609606979521,1545.0799363450135,7,9,7,10,10,6
2024,24,SSC Napoli,Udinese Calcio,2025-02-09 19:45:00+00:00,1,1,1610.423797151011,1480.0851933464223,13,5,11,4,5,8
2024,24,FC Internazionale Milano,ACF Fiorentina,2025-02-10 19:45:00+00:00,2,1,1594.3531397710503,1553.152331323926,8,10,10,7,9,5
2024,25,Bologna FC 1909,Torino FC,2025-02-14 19:45:00+00:00,3,2,1542.6142140553213,1488.9864069051748,9,7,8,4,6,4
2024,25,Atalanta BC,Cagliari Calcio,2025-02-15 14:00:00+00:00,0,0,1582.9880579326925,1458.6969457610858,8,7,11,6,8,7
2024,25,SS Lazio,SSC Napoli,2025-02-15 17:00:00+00:00,2,2,1548.6533929293068,1606.8389624252993,10,11,12,5,9,5
2024,25,AC Milan,Hellas Verona FC,2025-02-15 19:45:00+00:00,1,0,1539.745321639449,1443.3639473571347,10,4,8,6,2,11
2024,25,ACF Fiorentina,Como 1907,2025-02-16 11:30:00+00:00,0,2,1544.3326583087312,1451.3038573444455,10,3,9,5,7,9
2024,25,AC Monza,US Lecce,2025-02-16 14:00:00+00:00,0,0,1395.6570581698156,1460.0753292692132,3,7,4,12,7,10
2024,25,Udinese Calcio,Empoli FC,2025-02-16 14:00:00+00:00,3,0,1483.670028072134,1438.75649610605,5,1,6,9,4,13
2024,25,Parma Calcio 1913,AS Roma,2025-02-16 17:00:00+00:00,0,1,1428.092758256138,1520.104748287877,1,11,5,10,9,5
2024,25,Juventus FC,FC Internazionale Milano,2025-02-16 19:45:00+00:00,1,0,1565.9097462266973,1603.1728127862452,10,10,10,5,10,6
2024,25,Genoa CFC,Venezia FC,2025-02-17 19:45:00+00:00,2,0,1478.107701709189,1418.9295564579995,7,2,6,6,4,7
2024,26,US Lecce,Udinese Calcio,2025-02-21 19:45:00+00:00,0,1,1458.242180526738,1492.384465808207,5,7,4,9,9,9
2024,26,Parma Calcio 1913,Bologna FC 1909,2025-02-22 14:00:00+00:00,2,0,1420.6808511885863,1551.082824163844,1,11,5,10,9,4
2024,26,Venezia FC,SS Lazio,2025-02-22 14:00:00+00:00,0,0,1410.6165575719385,1550.3126251641106,2,10,4,8,13,6
2024,26,Torino FC,AC Milan,2025-02-22 17:00:00+00:00,2,1,1480.5177967966522,1547.0402782899876,6,10,7,6,7,5
2024,26,FC Internazionale Milano,Genoa CFC,2025-02-22 19:45:00+00:00,1,0,1592.1043890472351,1486.42070059525,7,7,7,6,7,6
2024,26,Como 1907,SSC Napoli,2025-02-23 11:30:00+00:00,2,1,1463.919235389468,1605.1797301904955,6,9,8,7,9,7
2024,26,Hellas Verona FC,ACF Fiorentina,2025-02-23 14:00:00+00:00,1,0,1436.0689907065962,1531.7172802637087,4,9,2,10,8,6
2024,26,Empoli FC,Atalanta BC,2025-02-23 17:00:00+00:00,0,5,1430.042058369977,1579.5558523451396,1,8,3,13,10,5
2024,26,Cagliari Calcio,Juventus FC,2025-02-23 19:45:00+00:00,0,1,1462.1291513486387,1576.9781699657074,7,12,7,6,10,4
2024,26,AS Roma,AC Monza,2025-02-24 19:45:00+00:00,4,0,1527.5166553554288,1397.490206912291,13,1,8,3,2,11
2024,9,Bologna FC 1909,AC Milan,2025-02-27 19:45:00+00:00,2,1,1537.4964000223029,1535.1486663411995,8,10,6,5,8,5
2024,27,ACF Fiorentina,US Lecce,2025-02-28 19:45:00+00:00,1,0,1519.031803995257,1449.2217234114466,6,5,6,6,3,6
2024,27,Atalanta BC,Venezia FC,2025-03-01 14:00:00+00:00,0,0,1585.499837558918,1414.4338099285628,11,2,13,2,3,7
2024,27,SSC Napoli,FC Internazionale Milano,2025-03-01 17:00:00+00:00,1,1,1591.3240774552378,1599.1530377084057,6,7,7,7,4,6
2024,27,Udinese Calcio,Parma Calcio 1913,2025-03-01 19:45:00+00:00,1,0,1501.4049229234984,1434.2672753301274,10,3,9,5,6,9
2024,27,AC Monza,Torino FC,2025-03-02 11:30:00+00:00,0,2,1391.0672091724623,1492.4094087454403,1,8,1,12,8,6
2024,27,Bologna FC 1909,Cagliari Calcio,2025-03-02 14:00:00+00:00,2,1,1547.428827843574,1455.319408462551,10,4,7,5,3,6
2024,27,Genoa CFC,Empoli FC,2025-03-02 14:00:00+00:00,1,1,1479.3720519340795,1424.0980731561986,7,1,6,4,2,15
2024,27,AS Roma,Como 1907,2025-03-02 17:00:00+00:00,2,1,1533.9396530952574,1477.7748881247257,13,6,9,2,6,7
2024,27,AC Milan,SS Lazio,2025-03-02 19:45:00+00:00,1,2,1525.2162385199283,1546.4953728074863,7,8,6,5,10,6
2024,27,Juventus FC,Hellas Verona FC,2025-03-03 19:45:00+00:00,2,0,1583.787912851795,1448.754466975048,12,7,9,4,3,7
2024,28,Cagliari Calcio,Genoa CFC,2025-03-07 19:45:00+00:00,1,1,1447.9101176127006,1477.7944264573396,4,5,4,6,5,5
2024,28,Como 1907,Venezia FC,2025-03-08 14:00:00+00:00,1,1,1469.3775041991491,1418.9947454283188,6,2,6,7,2,6
2024,28,Parma Calcio 1913,Torino FC,2025-03-08 14:00:00+00:00,2,2,1426.1759538967615,1499.5725473324737,3,8,4,7,8,6
2024,28,US Lecce,AC Milan,2025-03-08 17:00:00+00:00,2,3,1441.204408478274,1515.8279365806093,5,6,3,3,6,6
2024,28,FC Internazionale Milano,AC Monza,2025-03-08 19:45:00+00:00,3,2,1598.9277402498994,1383.9040705854288,7,1,4,6,1,12
2024,28,Hellas Verona FC,Bologna FC 1909,2025-03-09 11:30:00+00:00,1,2,1442.4564899033426,1554.8381186934246,6,10,2,8,7,6
2024,28,SSC Napoli,ACF Fiorentina,2025-03-09 14:00:00+00:00,2,1,1591.549374913744,1527.0491189284296,4,6,6,7,5,5
2024,28,Empoli FC,AS Roma,2025-03-09 17:00:00+00:00,0,1,1425.6756986329385,1542.337037020834,1,13,2,15,9,2
2024,28,Juventus FC,Atalanta BC,2025-03-09 19:45:00+00:00,0,4,1590.0858899235004,1580.938902059162,15,9,10,2,11,1
2024,28,SS Lazio,Udinese Calcio,2025-03-10 19:45:00+00:00,1,1,1555.8836747468054,1509.4962443568643,11,13,11,5,9,3
2024,29,Genoa CFC,US Lecce,2025-03-14 19:45:00+00:00,2,1,1476.9364018668311,1433.3198164915782,6,2,5,4,2,5
2024,29,AC Monza,Parma Calcio 1913,2025-03-15 14:00:00+00:00,1,1,1379.4076028356649,1428.2576030979897,1,4,3,14,5,6
2024,29,Udinese Calcio,Hellas Verona FC,2025-03-15 14:00:00+00:00,0,1,1510.8235047375215,1435.5828140005783,11,3,7,2,2,10
2024,29,AC Milan,Como 1907,2025-03-15 17:00:00+00:00,2,1,1523.712528567305,1467.9374519190944,6,7,7,8,7,6
2024,29,Torino FC,Empoli FC,2025-03-15 19:45:00+00:00,1,0,1497.4908981312456,1418.9127312484466,8,1,9,7,1,12
2024,29,Venezia FC,SSC Napoli,2025-03-16 11:30:00+00:00,0,0,1420.4347977083735,1599.7139458519116,3,6,1,4,7,7
2024,29,Bologna FC 1909,SS Lazio,2025-03-16 14:00:00+00:00,5,0,1561.7117945961888,1554.5564143661481,12,9,9,7,10,5
2024,29,AS Roma,Cagliari Calcio,2025-03-16 15:00:00+00:00,1,0,1549.100004405326,1448.768142203209,15,5,9,1,4,5
2024,29,ACF Fiorentina,Juventus FC,2025-03-16 17:00:00+00:00,3,0,1518.884547990262,1579.8226792589896,3,12,3,7,6,5
2024,29,Atalanta BC,FC Internazionale Milano,2025-03-16 19:45:00+00:00,0,2,1591.2021127236728,1603.4242079996634,11,10,14,0,7,5
2024,30,Como 1907,Empoli FC,2025-03-29 14:00:00+00:00,1,1,1459.529137974576,1411.1366035146496,7,1,7,6,1,11
2024,30,Venezia FC,Bologna FC 1909,2025-03-29 14:00:00+00:00,0,1,1425.1809199897095,1571.505875310589,4,12,1,3,11,5
2024,30,Juventus FC,Genoa CFC,2025-03-29 17:00:00+00:00,1,0,1568.0865057868555,1485.6875692546894,9,8,4,7,6,4
2024,30,US Lecce,AS Roma,2025-03-29 19:45:00+00:00,0,1,1424.56864910372,1556.2899045582253,1,15,3,7,9,1
2024,30,Cagliari Calcio,AC Monza,2025-03-30 10:30:00+00:00,3,0,1441.5782420503097,1380.8044264596851,2,2,2,5,3,10
2024,30,ACF Fiorentina,Atalanta BC,2025-03-30 13:00:00+00:00,1,0,1530.6207214623962,1581.5537478668134,6,8,5,5,9,2
2024,30,FC Internazionale Milano,Udinese Calcio,2025-03-30 16:00:00+00:00,2,1,1613.0725728565228,1498.6911346493769,10,10,7,4,6,2
2024,30,SSC Napoli,AC Milan,2025-03-30 18:45:00+00:00,2,1,1594.9678235705755,1532.1208425118234,6,6,6,6,8,9
2024,30,Hellas Verona FC,Parma Calcio 1913,2025-03-31 16:30:00+00:00,0,0,1447.715184088723,1426.8607794739694,6,5,3,5,5,5
2024,30,SS Lazio,Torino FC,2025-03-31 18:45:00+00:00,1,1,1544.762333651748,1505.2670258650426,6,10,5,9,9,6
2024,31,Genoa CFC,Udinese Calcio,2025-04-04 18:45:00+00:00,1,0,1478.0157141840336,1491.869298257262,5,7,4,5,4,4
2024,31,AC Monza,Como 1907,2025-04-05 13:00:00+00:00,1,3,1372.5360127279023,1458.145226740142,1,5,3,13,6,7
2024,31,Parma Calcio 1913,FC Internazionale Milano,2025-04-05 16:00:00+00:00,2,2,1427.4602976689862,1619.8944092486377,6,13,5,4,9,4
2024,31,AC Milan,ACF Fiorentina,2025-04-05 18:45:00+00:00,2,2,1523.9102496944633,1542.0762797284744,6,9,8,9,6,3
2024,31,US Lecce,Venezia FC,2025-04-06 10:30:00+00:00,1,1,1418.1881159645,1419.1599675742812,0,4,3,8,1,2
2024,31,Empoli FC,Cagliari Calcio,2025-04-06 13:00:00+00:00,0,0,1412.5205147490835,1449.8466557820925,2,4,2,9,5,5
2024,31,Torino FC,Hellas Verona FC,2025-04-06 13:00:00+00:00,1,1,1506.3989208060043,1447.1156658937061,11,7,8,4,3,4
2024,31,Atalanta BC,SS Lazio,2025-04-06 16:00:00+00:00,0,1,1570.0981896007352,1543.6304387107862,7,6,9,3,4,8
2024,31,AS Roma,Juventus FC,2025-04-06 18:45:00+00:00,1,1,1562.6704376974453,1575.7583608575112,15,9,9,1,4,7
2024,31,Bologna FC 1909,SSC Napoli,2025-04-07 18:45:00+00:00,1,1,1577.5268277260175,1603.1784163879356,15,8,12,3,6,5
2024,32,Udinese Calcio,AC Milan,2025-04-11 18:45:00+00:00,0,4,1481.470771241629,1524.4326341189542,4,7,3,5,9,9
2024,32,Venezia FC,AC Monza,2025-04-12 13:00:00+00:00,1,0,1419.13199550937,1364.9513585270756,4,1,2,3,4,12
2024,32,FC Internazionale Milano,Cagliari Calcio,2025-04-12 16:00:00+00:00,3,1,1614.860259275103,1448.77643737229,11,5,10,6,5,4
2024,32,Juventus FC,US Lecce,2025-04-12 18:45:00+00:00,2,1,1575.3818382305828,1418.2160880294111,7,1,4,8,4,8
2024,32,Atalanta BC,Bologna FC 1909,2025-04-13 10:30:00+00:00,2,0,1559.3378567725179,1578.2638011908366,4,13,4,4,11,3
2024,32,ACF Fiorentina,Parma Calcio 1913,2025-04-13 13:00:00+00:00,0,0,1541.5538953039836,1432.4944476425208,10,4,8,4,5,6
2024,32,Hellas Verona FC,Genoa CFC,2025-04-13 13:00:00+00:00,0,0,1448.8056060575984,1488.4142411996665,5,8,3,5,5,4
2024,32,Como 1907,Torino FC,2025-04-13 16:00:00+00:00,1,0,1465.7298809409688,1504.708980642112,5,9,7,7,7,4
2024,32,SS Lazio,AS Roma,2025-04-13 18:45:00+00:00,1,1,1554.3907715390035,1563.0469603243737,8,13,5,8,6,2
2024,32,SSC Napoli,Empoli FC,2025-04-14 18:45:00+00:00,3,0,1602.4414429231165,1413.590733158886,9,3,6,4,2,4
2024,33,US Lecce,Como 1907,2025-04-19 13:00:00+00:00,0,3,1412.4544529903435,1476.847106116953,1,8,5,9,7,5
2024,33,AC Monza,SSC Napoli,2025-04-19 16:00:00+00:00,0,1,1356.498283187173,1607.4846926012624,1,11,4,11,8,3
2024,33,AS Roma,Hellas Verona FC,2025-04-19 18:45:00+00:00,1,0,1562.7978667217067,1449.940720913023,11,6,5,2,3,3
2024,33,Empoli FC,Venezia FC,2025-04-20 13:00:00+00:00,2,2,1408.54748348074,1427.5850708492726,2,6,1,6,3,3
2024,33,Bologna FC 1909,FC Internazionale Milano,2025-04-20 16:00:00+00:00,1,0,1567.7196068846483,1620.4136328348923,10,13,9,4,12,6
2024,33,AC Milan,Atalanta BC,2025-04-20 18:45:00+00:00,0,1,1533.2023563852852,1569.8820510787061,10,6,12,7,6,4
2024,33,Cagliari Calcio,ACF Fiorentina,2025-04-23 16:30:00+00:00,1,2,1443.2230638125009,1538.5141014906292,5,8,5,5,7,4
2024,33,Genoa CFC,SS Lazio,2025-04-23 16:30:00+00:00,0,2,1487.279126344242,1554.6398651416705,8,6,4,3,4,8
2024,33,Parma Calcio 1913,Juventus FC,2025-04-23 16:30:00+00:00,1,0,1435.5342414558752,1581.1434732696505,5,7,5,5,4,9
2024,33,Torino FC,Udinese Calcio,2025-04-23 16:30:00+00:00,2,0,1493.5917554661278,1472.7010489752981,6,1,5,5,2,9
2024,34,Como 1907,Genoa CFC,2025-04-27 10:30:00+00:00,1,0,1485.0146699506577,1479.1939913094047,10,7,9,4,3,4
2024,34,Venezia FC,AC Milan,2025-04-27 10:30:00+00:00,0,2,1427.0376727730384,1524.2541780413123,6,7,4,4,9,6
2024,34,ACF Fiorentina,Empoli FC,2025-04-27 13:00:00+00:00,2,1,1545.8381688356421,1409.0948815569743,11,3,8,3,3,7
2024,34,FC Internazionale Milano,AS Roma,2025-04-27 13:00:00+00:00,0,1,1608.9084997775788,1569.6591991369644,10,11,9,5,5,2
2024,34,Juventus FC,AC Monza,2025-04-27 16:00:00+00:00,2,0,1567.1817784738203,1352.682201560375,7,1,4,6,2,9
2024,34,Atalanta BC,US Lecce,2025-04-27 18:45:00+00:00,1,1,1578.830229422679,1404.2868891566388,6,1,3,4,3,9
2024,34,SSC Napoli,Torino FC,2025-04-27 18:45:00+00:00,2,0,1611.3007742280604,1502.991196181081,11,8,7,2,5,3
2024,34,Udinese Calcio,Bologna FC 1909,2025-04-28 16:30:00+00:00,0,0,1463.301608260345,1579.2247399419618,0,10,1,10,8,3
2024,34,Hellas Verona FC,Cagliari Calcio,2025-04-28 18:45:00+00:00,0,2,1443.0793884977652,1435.898996467488,6,4,2,2,5,6
2024,34,SS Lazio,Parma Calcio 1913,2025-04-28 18:45:00+00:00,2,2,1562.7250001765078,1449.4959362517054,8,7,5,7,4,3
2024,35,Torino FC,Venezia FC,2025-05-02 18:45:00+00:00,1,1,1496.0113885246733,1419.7649797557258,5,5,4,5,4,6
2024,35,Cagliari Calcio,Udinese Calcio,2025-05-03 13:00:00+00:00,1,2,1446.105635344243,1466.5196068888442,7,1,7,5,1,9
2024,35,Parma Calcio 1913,Como 1907,2025-05-03 13:00:00+00:00,0,1,1452.6442507139336,1494.8471530244046,7,13,5,4,9,2
2024,35,US Lecce,SSC Napoli,2025-05-03 16:00:00+00:00,0,1,1408.9267271136885,1618.2805818844681,2,13,3,8,9,2
2024,35,FC Internazionale Milano,Hellas Verona FC,2025-05-03 18:45:00+00:00,1,0,1597.7835953341785,1432.8727496210101,7,3,7,6,1,4
2024,35,Empoli FC,SS Lazio,2025-05-04 10:30:00+00:00,0,1,1402.8392954481951,1559.5766857142796,3,9,4,8,7,4
2024,35,AC Monza,Atalanta BC,2025-05-04 13:00:00+00:00,0,4,1348.1752094345125,1574.1903914656293,0,7,1,10,4,3
2024,35,AS Roma,ACF Fiorentina,2025-05-04 16:00:00+00:00,1,0,1580.7841035803647,1552.0937549444213,11,11,5,2,7,4
2024,35,Bologna FC 1909,Juventus FC,2025-05-04 18:45:00+00:00,1,1,1576.0067413134625,1571.6887705996828,8,10,3,3,6,3
2024,35,Genoa CFC,AC Milan,2025-05-05 18:45:00+00:00,1,2,1469.3615082356578,1531.526871058625,4,7,1,4,9,5
2024,36,AC Milan,Bologna FC 1909,2025-05-09 18:45:00+00:00,3,1,1539.7564608888201,1575.8824665243449,10,6,10,4,3,4
2024,36,Como 1907,Cagliari Calcio,2025-05-10 13:00:00+00:00,3,1,1503.6383950441868,1436.692521466024,15,4,9,1,5,7
2024,36,SS Lazio,Juventus FC,2025-05-10 16:00:00+00:00,1,1,1565.3484404430021,1571.8130453888004,11,8,7,3,6,4
2024,36,Empoli FC,Parma Calcio 1913,2025-05-10 18:45:00+00:00,2,1,1397.0675407194726,1443.8530086941514,2,6,3,8,5,5
2024,36,Udinese Calcio,AC Monza,2025-05-11 10:30:00+00:00,1,2,1475.9327207670633,1343.8954354792904,4,0,2,8,1,11
2024,36,Hellas Verona FC,US Lecce,2025-05-11 13:00:00+00:00,1,1,1427.292249856187,1404.3154767937915,2,2,1,5,3,8
2024,36,Torino FC,FC Internazionale Milano,2025-05-11 16:00:00+00:00,0,2,1493.85140488221,1603.3640950990016,5,7,4,5,6,5
2024,36,SSC Napoli,Genoa CFC,2025-05-11 18:45:00+00:00,2,2,1622.891832204365,1461.1319184054626,13,4,8,1,2,5
2024,36,Venezia FC,ACF Fiorentina,2025-05-12 16:30:00+00:00,2,1,1421.924963398189,1542.9176576676603,6,8,5,6,6,5
2024,36,Atalanta BC,AS Roma,2025-05-12 18:45:00+00:00,2,1,1578.4701654208513,1589.9602008571258,10,11,8,2,5,2
2024,37,Genoa CFC,Atalanta BC,2025-05-17 18:45:00+00:00,2,3,1465.4781496413923,1588.8007547128511,2,13,3,7,10,2
2024,37,Cagliari Calcio,Venezia FC,2025-05-18 18:45:00+00:00,3,0,1428.5958808585867,1435.2731451337354,3,8,6,10,6,6
2024,37,ACF Fiorentina,Bologna FC 1909,2025-05-18 18:45:00+00:00,3,2,1529.5694759321138,1564.846407639754,7,5,5,5,3,6
2024,37,Hellas Verona FC,Como 1907,2025-05-18 18:45:00+00:00,1,1,1426.6318875852696,1511.735035651624,2,15,1,5,9,1
2024,37,FC Internazionale Milano,SS Lazio,2025-05-18 18:45:00+00:00,2,2,1610.3124660535818,1565.534485260768,9,9,6,3,7,4
2024,37,Juventus FC,Udinese Calcio,2025-05-18 18:45:00+00:00,2,0,1571.6270005710346,1462.3053520744822,8,4,6,4,3,9
2024,37,US Lecce,Torino FC,2025-05-18 18:45:00+00:00,1,0,1404.975839064709,1486.9030339276298,2,4,3,8,3,6
2024,37,AC Monza,Empoli FC,2025-05-18 18:45:00+00:00,1,3,1357.5228041718715,1408.4060540077407,3,4,2,9,5,9
2024,37,Parma Calcio 1913,SSC Napoli,2025-05-18 18:45:00+00:00,0,0,1432.5144954058833,1618.5456009684353,5,13,4,5,9,2
2024,37,AS Roma,AC Milan,2025-05-18 18:45:00+00:00,3,1,1579.629611565126,1550.792519773411,10,12,5,3,11,3
2024,38,Como 1907,FC Internazionale Milano,2025-05-23 18:45:00+00:00,0,2,1509.3334106681614,1609.0307409797615,13,7,9,2,5,4
2024,38,SSC Napoli,Cagliari Calcio,2025-05-23 18:45:00+00:00,2,0,1613.6503120572402,1438.788044314851,11,6,6,2,8,7
2024,38,Bologna FC 1909,Genoa CFC,2025-05-24 16:00:00+00:00,1,3,1553.8345308166774,1458.8857396543349,5,1,5,7,5,10
2024,38,AC Milan,AC Monza,2025-05-24 18:45:00+00:00,2,0,1541.6206172874547,1348.9769600774807,9,3,8,6,3,11
2024,38,Atalanta BC,Parma Calcio 1913,2025-05-25 18:45:00+00:00,2,3,1595.3931646999085,1437.4097843170784,13,5,11,4,4,5
2024,38,Empoli FC,Hellas Verona FC,2025-05-25 18:45:00+00:00,1,2,1416.9518981021315,1429.0335125687322,7,2,8,7,2,6
2024,38,SS Lazio,US Lecce,2025-05-25 18:45:00+00:00,0,1,1566.8162103345883,1417.2911380773223,9,5,8,5,3,6
2024,38,Torino FC,AS Roma,2025-05-25 18:45:00+00:00,0,2,1474.5877349150164,1588.8015140510822,4,12,3,6,7,3
2024,38,Udinese Calcio,ACF Fiorentina,2025-05-25 18:45:00+00:00,2,3,1455.351993716748,1540.5813527551904,4,9,3,7,8,7
2024,38,Venezia FC,Juventus FC,2025-05-25 18:45:00+00:00,2,3,1425.080981677471,1578.5803589287689,5,8,5,9,6,3
2023,1,Empoli FC,Hellas Verona FC,2023-08-19 16:30:00+00:00,0,1,1407.2994948248627,1438.685915846001,6,5,7,7,4,6
2023,1,Frosinone Calcio,SSC Napoli,2023-08-19 16:30:00+00:00,1,3,1500.0,1619.0032738635048,0,11,0,0,7,2
2023,1,Genoa CFC,ACF Fiorentina,2023-08-19 18:45:00+00:00,1,4,1471.5525246213456,1548.1763049504289,4,9,8,9,9,8
2023,1,FC Internazionale Milano,AC Monza,2023-08-19 18:45:00+00:00,2,0,1616.2374708565565,1344.0156114229098,10,3,7,3,3,12
2023,1,AS Roma,US Salernitana 1919,2023-08-20 16:30:00+00:00,2,2,1595.627689302119,1500.0,12,0,8,3,0,0
2023,1,US Sassuolo Calcio,Atalanta BC,2023-08-20 16:30:00+00:00,0,2,1500.0,1581.1355131813123,0,10,0,0,12,7
2023,1,US Lecce,SS Lazio,2023-08-20 18:45:00+00:00,2,1,1431.3474240717728,1552.7599243401378,8,6,4,3,6,6
2023,1,Udinese Calcio,Juventus FC,2023-08-20 18:45:00+00:00,0,3,1447.7570415215096,1584.4289498168864,4,11,5,8,9,4
2023,1,Torino FC,Cagliari Calcio,2023-08-21 16:30:00+00:00,0,0,1467.7615596639796,1433.4350825085864,1,6,1,8,7,7
2023,1,Bologna FC 1909,AC Milan,2023-08-21 18:45:00+00:00,0,2,1541.1677458496667,1546.5819659420256,2,12,5,10,10,5
